,logreg,svm,radiant_rank_win_prop,radiant_gold_percentage,radiant_exp_percentage,radiant_winrate_prop,winner
0,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
1,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
2,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
3,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
4,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
5,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
6,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
7,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
8,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
9,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
10,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
11,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
12,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
13,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
14,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
15,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
16,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
17,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
18,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
19,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
20,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
21,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
22,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
23,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
24,0.51986746152,0.512926242797,0.582560363884,0.5,0.5,0.5,0.0
25,0.379784138779,0.467137828903,0.582560363884,0.5,0.5,0.5,0.0
26,0.413424088038,0.476000612037,0.582560363884,0.5,0.5,0.5,0.0
27,0.487331335261,0.487438142686,0.582560363884,0.5,0.5,0.5,0.0
28,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
29,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
30,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
31,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
32,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
33,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.671343340572,0.0
34,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.665812702993,0.0
35,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.660325617125,0.0
36,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.653265599735,0.0
37,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.648200911287,0.0
38,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.643305228766,0.0
39,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.637068371793,0.0
40,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.632600307319,0.0
41,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.628326863007,0.0
42,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.624238589409,0.0
43,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.620335788422,0.0
44,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.615407337363,0.0
45,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.611929951646,0.0
46,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.608644795649,0.0
47,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.604538835478,0.0
48,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.601674431497,0.0
49,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.598991312828,0.0
50,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.596493236559,0.0
51,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.593429703891,0.0
52,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.591333825966,0.0
53,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.589420116552,0.0
54,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.587673067929,0.0
55,0.501392899342,0.484472672829,0.582560363884,0.5,0.5,0.586098106268,0.0
