,hero_id,General Rate,Early,Mid,Late
0,0.0,-1.0,-1.0,-1.0,-1.0
1,1.0,0.515837104072,0.595744680851,0.539682539683,0.468468468468
2,2.0,0.529100529101,0.535714285714,0.561403508772,0.5
3,3.0,0.470890410959,0.416184971098,0.546798029557,0.442307692308
4,4.0,0.513157894737,0.714285714286,0.48275862069,0.454545454545
5,5.0,0.429223744292,0.333333333333,0.407894736842,0.532467532468
6,6.0,0.520958083832,0.423728813559,0.59649122807,0.56
7,7.0,0.521923620934,0.585526315789,0.53813559322,0.479623824451
8,8.0,0.471177944862,0.479338842975,0.469798657718,0.46511627907
9,9.0,0.481981981982,0.524390243902,0.482142857143,0.440476190476
10,10.0,0.519480519481,0.568181818182,0.538461538462,0.465517241379
11,11.0,0.448079658606,0.441176470588,0.402390438247,0.5
12,12.0,0.494623655914,0.566666666667,0.489361702128,0.464
13,13.0,0.527272727273,0.486486486486,0.589473684211,0.5
14,14.0,0.633333333333,0.545454545455,0.75,0.333333333333
15,15.0,0.48632218845,0.566265060241,0.485714285714,0.439716312057
16,16.0,0.502564102564,0.591836734694,0.474576271186,0.471264367816
