,hero_id,General Rate,Early,Mid,Late,Poly1,Poly2,Poly3,Poly4
91,93.0,0.616666666667,0.714285714286,0.637931034483,0.523076923077,-4.79332619981e-11,1.31678864111e-07,-4.16560158046e-05,0.612583169462
92,94.0,0.458333333333,0.333333333333,0.545454545455,0.48,-2.26050559786e-11,1.28233839558e-07,-0.000170575192857,0.471312802233
93,95.0,0.538461538462,0.52380952381,0.509803921569,0.571428571429,2.50500531191e-11,-8.33659665069e-08,5.44492136394e-05,0.537392242961
94,96.0,0.596026490066,0.666666666667,0.563636363636,0.555555555556,-3.55986895989e-12,-1.70200745261e-08,5.56058731212e-05,0.590038340368
95,97.0,0.56043956044,0.604651162791,0.653846153846,0.48275862069,-7.26897740313e-11,2.4592390005e-07,-0.000162138299364,0.563722536791
96,98.0,0.504424778761,0.586206896552,0.405405405405,0.531914893617,4.72600347469e-11,-1.97739146154e-07,0.000197051516483,0.493001478634
97,99.0,0.540740740741,0.555555555556,0.546391752577,0.527272727273,-8.24369681685e-12,2.38779583223e-08,-9.47094917877e-06,0.540243341741
98,100.0,0.467224546722,0.484375,0.414634146341,0.501792114695,3.37104801142e-11,-1.25344070989e-07,0.000104481194078,0.462649830532
99,101.0,0.606299212598,0.698412698413,0.594594594595,0.564102564103,-1.64724198192e-11,2.57377484011e-08,3.35876230644e-05,0.600011912664
100,102.0,0.48623853211,0.446808510638,0.46875,0.566666666667,3.59708169099e-11,-1.06080482227e-07,5.40930999837e-05,0.486763332302
101,103.0,0.479166666667,0.5,0.481481481481,0.466666666667,-6.99449340642e-12,1.75921996909e-08,-1.38056970401e-06,0.478061562375
102,104.0,0.625,0.545454545455,0.6,0.764705882353,6.10650480178e-11,-1.75631442925e-07,8.12125865667e-05,0.626960068998
103,105.0,0.388888888889,0.4,0.4,0.375,-1.06221187264e-11,3.39510305533e-08,-1.93631532663e-05,0.388950192587
104,106.0,0.531390134529,0.526315789474,0.538461538462,0.532338308458,-2.62012037017e-12,1.17390871775e-08,-1.20860557972e-05,0.532110366632
105,107.0,0.342592592593,0.352941176471,0.368421052632,0.305555555556,-2.43751587809e-11,8.10120513367e-08,-5.44776664598e-05,0.343860032147
106,109.0,0.491228070175,0.578947368421,0.411764705882,0.47619047619,2.48401310645e-11,-1.24306282926e-07,0.000146758438344,0.481109550487
107,110.0,0.570588235294,0.625,0.571428571429,0.530303030303,-1.79310664826e-11,4.27431950704e-08,-2.79001395823e-07,0.567529578184
108,111.0,0.651685393258,0.658536585366,0.736842105263,0.586206896552,-6.1090496027e-11,2.15429401069e-07,-0.000159424750667,0.656877004702
109,112.0,0.51867219917,0.526785714286,0.493975903614,0.53431372549,1.56535828356e-11,-5.83501565396e-08,4.87548395956e-05,0.516528672099
110,113.0,-1.0,-1.0,-1.0,-1.0,-2.33569630151e-25,1.29542835899e-21,-1.80963782725e-18,-1.0
